,Unnamed: 0,artist,title,train,test
256,256,Marianne Weber,De Kazoo-speler,"hij is in t dorpje geen onbekende
al lijkt het of je hem soms maandenlang niet ziet
een heel klein huisje t is er een bende
en dat geroddel ach dat interesseert hem niet
maar als de bloemen op het veld in bloei staan
en vogeltjes die bouwen weer hun nest
dan weten wij zijn deurtje gaat weer open
en voelt hij zich het grootste straatorkest
dan is het feest in t dorp gaat iedereen naar buiten
kinderen lopen met hem mee
lacht en danst hij vrolijk in het rond
met zn oude hond
ja het is feest in t dorp vergeten ze de zorgen
doe maar mee het geeft niet hoe
mensen kijken naar die man
als hij speelt op zijn gazoo

op deze dagen zal niemand klagen
en zelfs de grootste chagerijn pakt deze kans
van burgemeester tot aan de slager
ja iedereen die vraagt spontaan zn vrouw ten dans
de kastelein die gooit zn deuren open
en zet een ouwe klare voor hem neer
dan drink ie met een lach heel vlug zn glas leeg
en speelt dan snel zn melodietje weer

dan is het feest in t dorp gaat iedereen naar buiten
kinderen lopen met hem mee
lacht en danst hij vrolijk in het rond
met zn oude hond
ja het is feest in t dorp vergeten ze de zorgen
doe maar mee het geeft niet hoe
mensen kijken naar die man
als hij speelt op zijn gazoo
mensen kijken naar die man
als hij speelt op zijn gazoo
","hij is in t dorpje geen onbekende
al lijkt het of je hem soms maandenlang niet ziet
een heel klein huisje t is er een bende
en dat geroddel ach dat interesseert hem niet
maar als de bloemen op het veld in bloei staan
en vogeltjes die bouwen weer hun nest
dan weten wij zijn deurtje gaat weer open
en voelt hij zich het grootste straatorkest
dan is het feest in t dorp gaat iedereen naar buiten
kinderen lopen met hem mee
lacht en danst hij vrolijk in het rond
met zn oude hond
ja het is feest in t dorp vergeten ze de zorgen
doe maar mee het geeft niet hoe
mensen kijken naar die man
als hij speelt op zijn gazoo

op deze dagen zal niemand klagen
en zelfs de grootste chagerijn pakt deze kans
van burgemeester tot aan de slager
ja iedereen die vraagt spontaan zn vrouw ten dans
de kastelein die gooit zn deuren open
en zet een ouwe klare voor hem neer
dan drink ie met een lach heel vlug zn glas leeg
en speelt dan snel zn melodietje weer

dan is het feest in t dorp gaat iedereen naar buiten
kinderen lopen met hem mee
lacht en danst hij vrolijk in het rond"
257,257,Marianne Weber,’N Moederhart,"kind kom eens even dicht bij me
k zie je er is iets mis gegaan
wil je t me soms niet vertellen
jij loopt steeds bij me vandaan
want ik zie heus al jouw tranen
ook al denk jij soms van niet
lief en leed delen we samen
blijdschap maar ook het verdriet

n moederhart zal steeds liefde geven
n moederhart beschermt toch haar kind
n moederhart dat is nooit voor even
n moederhart dat altijd bemind
ook al heb jij in het leven
nog zoveel fout gedaan
ik zal je alles vergeven
altijd naast jou blijven staan
jij kunt je moeder vertrouwen
ik bewaar ieder geheim
t mooiste wat mij kon gebeuren
is om je moeder te zijn

n moederhart zal steeds liefde geven
n moederhart beschermt toch haar kind
n moederhart dat is nooit voor even
n moederhart dat altijd bemind

kind kom eens even dicht bij me
k zie je er is iets mis gegaan
wil je t me soms niet vertellen
jij loopt steeds bij me vandaan
want ik zie heus al jouw tranen
ook al denk jij soms van niet
lief en leed delen we samen
blijdschap maar ook het verdriet

n moederhart zal steeds liefde geven
n moederhart beschermt toch haar kind
n moederhart dat is nooit voor even
n moederhart dat altijd bemind
n moederhart dat altijd bemind","kind kom eens even dicht bij me
k zie je er is iets mis gegaan
wil je t me soms niet vertellen
jij loopt steeds bij me vandaan
want ik zie heus al jouw tranen
ook al denk jij soms van niet
lief en leed delen we samen
blijdschap maar ook het verdriet

n moederhart zal steeds liefde geven
n moederhart beschermt toch haar kind
n moederhart dat is nooit voor even
n moederhart dat altijd bemind
ook al heb jij in het leven
nog zoveel fout gedaan
ik zal je alles vergeven
altijd naast jou blijven staan
jij kunt je moeder vertrouwen
ik bewaar ieder geheim
t mooiste wat mij kon gebeuren
is om je moeder te zijn

n moederhart zal steeds liefde geven
n moederhart beschermt toch haar kind
n moederhart dat is nooit voor even
n moederhart dat altijd bemind

kind kom eens even dicht bij me
k zie je er is iets mis gegaan
wil je t me soms niet vertellen
jij loopt steeds bij me vandaan
want ik zie heus al jouw tranen
ook al denk jij soms van niet"
258,258,Marianne Weber,Lachen Kan Met Jou,"ik ken jou nu al jaren
jij bent voor mij de ware
een ander kreeg nog nooit een kans bij mij
gevoelens kan ik delen
jij zal mij nooit vervelen
een man van weinig woorden ben jij
en heb ik soms mn dag niet
te stil ben of ik lach niet
en heel verdrietig uit mn ogen kijk
dan kom je heel dicht bij me
voor jou zijn geen geheimen
dan maak je mij gelukkig en blij
want ik weet lachen kan met jou
huilen kan met jou
laat mij daarom nooit meer alleen
k verwacht van jou geen grote show
of een duur cadeau
simpel maar een arm om me heen
want ik weet lachen kan met jou
huilen kan met jou
meer is er niet nodig voor mij
geen geld of geen juwelen
dat kan mij echt niet schelen
gewoon zoals je bent maakt me al blij

want ik weet lachen kan met jou
huilen kan met jou
laat mij daarom nooit meer alleen
k verwacht van jou geen grote show
of een duur cadeau
simpel maar een arm om me heen
want ik weet lachen kan met jou
huilen kan met jou
meer is er niet nodig voor mij
geen geld of geen juwelen
dat kan mij echt niet schelen
gewoon zoals je bent maakt me al blij","ik ken jou nu al jaren
jij bent voor mij de ware
een ander kreeg nog nooit een kans bij mij
gevoelens kan ik delen
jij zal mij nooit vervelen
een man van weinig woorden ben jij
en heb ik soms mn dag niet
te stil ben of ik lach niet
en heel verdrietig uit mn ogen kijk
dan kom je heel dicht bij me
voor jou zijn geen geheimen
dan maak je mij gelukkig en blij
want ik weet lachen kan met jou
huilen kan met jou
laat mij daarom nooit meer alleen
k verwacht van jou geen grote show
of een duur cadeau
simpel maar een arm om me heen
want ik weet lachen kan met jou
huilen kan met jou
meer is er niet nodig voor mij
geen geld of geen juwelen
dat kan mij echt niet schelen
gewoon zoals je bent maakt me al blij

want ik weet lachen kan met jou
huilen kan met jou
laat mij daarom nooit meer alleen
k verwacht van jou geen grote show
of een duur cadeau"
259,259,Marianne Weber,Buiten Bloeien De Violen,"de zon staat hoog het is een warme middag
k ga naar mijn pa in het verpleegtehuis
hij is zo alleen hij heeft zoveel verloren
zn glimlach zn gezondheid en zn thuis

maar buiten bloeien de violen buiten speelt de orgelman
maar ik weet dat hij daar nooit meer nooit meer van genieten kan
ooit was hij een sterke kerel nu zit hij daar bleek en klein
buiten bloeien de violen wat kan het leven treurig zijn

een gang een lift en dan zie ik hem zitten
k loop naar hem toe hij heeft me niet herkend
hij zegt niet veel maar even later zie ik
zn blik die zegt wat fijn dat je er bent
maar buiten bloeien de violen buiten speelt de orgelman
maar ik weet dat hij daar nooit meer nooit meer van genieten kan
ooit was hij een sterke kerel nu zit hij daar bleek en klein
buiten bloeien de violen wat kan het leven treurig zijn

ik neem hem mee en ga iets met hem drinken
en later gaan we nog een blokje om
dan is t weer tijd ik breng hem naar zijn kamer
ik beloof hem dat ik gauw heel gauw weer kom

maar buiten bloeien de violen buiten speelt de orgelman
maar ik weet dat hij daar nooit meer nooit meer van genieten kan
ooit was hij een sterke kerel nu zit hij daar bleek en klein
buiten bloeien de violen wat kan het leven treurig zijn","de zon staat hoog het is een warme middag
k ga naar mijn pa in het verpleegtehuis
hij is zo alleen hij heeft zoveel verloren
zn glimlach zn gezondheid en zn thuis

maar buiten bloeien de violen buiten speelt de orgelman
maar ik weet dat hij daar nooit meer nooit meer van genieten kan
ooit was hij een sterke kerel nu zit hij daar bleek en klein
buiten bloeien de violen wat kan het leven treurig zijn

een gang een lift en dan zie ik hem zitten
k loop naar hem toe hij heeft me niet herkend
hij zegt niet veel maar even later zie ik
zn blik die zegt wat fijn dat je er bent
maar buiten bloeien de violen buiten speelt de orgelman
maar ik weet dat hij daar nooit meer nooit meer van genieten kan
ooit was hij een sterke kerel nu zit hij daar bleek en klein
buiten bloeien de violen wat kan het leven treurig zijn

ik neem hem mee en ga iets met hem drinken
en later gaan we nog een blokje om
dan is t weer tijd ik breng hem naar zijn kamer"
260,260,Marianne Weber,Als De Mariachi Klinkt,"als de marachi klinkt
en guan weer zingt
is het fiesta op het plein
wordt er gedanst door groot en klein
als de marachi klinkt
en guan weer zingt
dan dansen zelfs de sterren mee
viva lamore olee

ik hoor hoor de gitaren
ze klinken voor jouw en voor mij
iedereen is in extase
wat gelach
maakt alle harten blij
als de marachi klinkt
en guan weer zingt
dan is het feest voor groot en klein
op het san pedro plein

dan is het feest voor groot en klein
op het san pedro plein

als de marachi klinkt
en guan weer zingt
is het fiesta op het plein
wordt er gedanst door groot klein

als de marachi klinkt
en guan weer zingt
dan dansen zelfs de sterren mee
viva la more olee

als de marachi klinkt
en guan weer zingt
dan is er feest voor groot en klein
op het san pedro plein

dan is er feest voor groot en klein
op het san pedro plein","als de marachi klinkt
en guan weer zingt
is het fiesta op het plein
wordt er gedanst door groot en klein
als de marachi klinkt
en guan weer zingt
dan dansen zelfs de sterren mee
viva lamore olee

ik hoor hoor de gitaren
ze klinken voor jouw en voor mij
iedereen is in extase
wat gelach
maakt alle harten blij
als de marachi klinkt
en guan weer zingt
dan is het feest voor groot en klein
op het san pedro plein

dan is het feest voor groot en klein
op het san pedro plein

als de marachi klinkt
en guan weer zingt
is het fiesta op het plein
wordt er gedanst door groot klein

als de marachi klinkt
en guan weer zingt
dan dansen zelfs de sterren mee
viva la more olee"
261,261,Marianne Weber,Eén Keer Teveel,"een keer teveel ben ik door jou bedrogen
een keer teveel heb ik je niet doorzien
ik zag je toch door veel te mooie ogen
t was niet reeel t ligt in mn aard misschien

nu woon ik op een flatje
hier in de binnenstad
ik kom wel weer op adem
al heb ik mn portie wel gehad
ik woon nu heerlijk rustig
en ik heb van jou geen weet
van wat je doet nog minder
het is beter als ik jou vergeet
een keer teveel ben ik door jou bedrogen
een keer teveel heb ik je niet doorzien
ik zag je toch door veel te mooie ogen
t was niet reeel t ligt in mn aard misschien

wat zou ik moeten zeggen
als ik jou opnieuw ontmoet
ik zou je vast negeren
of zeggen jongen het gaat me goed
ik wil niet terug bij jou zijn
je kunt verdwijnen voor mijn part
maar soms kruipt heel geniepig
toch weer de twijfel in mn hart

een keer teveel ben ik door jou bedrogen
een keer teveel heb ik je niet doorzien
ik zag je toch door veel te mooie ogen
t was niet reeel t ligt in mn aard misschien
t was niet reeel t ligt in mn aard misschien","een keer teveel ben ik door jou bedrogen
een keer teveel heb ik je niet doorzien
ik zag je toch door veel te mooie ogen
t was niet reeel t ligt in mn aard misschien

nu woon ik op een flatje
hier in de binnenstad
ik kom wel weer op adem
al heb ik mn portie wel gehad
ik woon nu heerlijk rustig
en ik heb van jou geen weet
van wat je doet nog minder
het is beter als ik jou vergeet
een keer teveel ben ik door jou bedrogen
een keer teveel heb ik je niet doorzien
ik zag je toch door veel te mooie ogen
t was niet reeel t ligt in mn aard misschien

wat zou ik moeten zeggen
als ik jou opnieuw ontmoet
ik zou je vast negeren
of zeggen jongen het gaat me goed
ik wil niet terug bij jou zijn
je kunt verdwijnen voor mijn part
maar soms kruipt heel geniepig
toch weer de twijfel in mn hart"
262,262,Marianne Weber,Heel M’n Leven Wil Ik Zingen,"als meisje nog heel klein
was zingen al zo fijn
verstond nog niet wat er gebeuren zou
ik denk hier vaak aan terug
want ik vond mijn geluk
bij al die liedjes waar ik zo van hou
nu na jaren ben ik een bevoorrecht mens
elke dag vervul ik weer mijn grootste wens

heel mijn leven wil ik zingen
over vreugde en verdriet
mensen raken met een mooie melodie
van een walsje tot een tango
noem het maar het levenslied
want het leven is een grote pot porie
met muziek wordt alles anders
zijn de klanken uit mijn hart
dat besef ik ieder uurtje van de dag
t laat de tranen weer verdwijnen
als het even tegenzit
het betoverd heel mijn leven tot een lach
zie de mensen vaak genieten
van den helder tot maastricht
oh wat ben ik blij dat ik toch zingen mag
mijn leven is uniek
dat komt door mijn publiek
want samen delen wij een mooi gevoel
het is dat sentiment dat iedereen herkent
t is liefde voor muziek wat ik bedoel
nu na jaren ben ik een bevoorrecht mens
elke dag vervul ik weer mijn grootste wens

heel mijn leven wil ik zingen
over vreugde en verdriet
mensen raken met een mooie melodie
van een walsje tot een tango
noem het maar het levenslied
want het leven is een grote pot porie
met muziek wordt alles anders
aeurt zijn de klanken uit mijn hart
dat besef ik ieder uurtje van de dag
t laat mijn tranen weer verdwijnen
als het even tegenzit
het betoverd heel mijn leven tot een lach
zie de mensen vaak genieten
van den helder tot maastricht
oh wat ben ik blij dat ik toch zingen mag","als meisje nog heel klein
was zingen al zo fijn
verstond nog niet wat er gebeuren zou
ik denk hier vaak aan terug
want ik vond mijn geluk
bij al die liedjes waar ik zo van hou
nu na jaren ben ik een bevoorrecht mens
elke dag vervul ik weer mijn grootste wens

heel mijn leven wil ik zingen
over vreugde en verdriet
mensen raken met een mooie melodie
van een walsje tot een tango
noem het maar het levenslied
want het leven is een grote pot porie
met muziek wordt alles anders
zijn de klanken uit mijn hart
dat besef ik ieder uurtje van de dag
t laat de tranen weer verdwijnen
als het even tegenzit
het betoverd heel mijn leven tot een lach
zie de mensen vaak genieten
van den helder tot maastricht
oh wat ben ik blij dat ik toch zingen mag
mijn leven is uniek
dat komt door mijn publiek
want samen delen wij een mooi gevoel
het is dat sentiment dat iedereen herkent
t is liefde voor muziek wat ik bedoel
nu na jaren ben ik een bevoorrecht mens
elke dag vervul ik weer mijn grootste wens

heel mijn leven wil ik zingen
over vreugde en verdriet
mensen raken met een mooie melodie
van een walsje tot een tango
noem het maar het levenslied
want het leven is een grote pot porie"
263,263,Marianne Weber,’T Is Gelogen,"jij bent niet degeen
waar ik in geloofde
want je gaf me niet
wat je me beloofde
heel je leven lang
zou je bij me blijven
maar dat bleek voor mij een
boze droom te zijn

jij bent niet degeen
die k zag in mn dromen
jij vertelde mij
jij zal nooit meer komen
je speelde een spel
maar wel met mijn leven
mijn toekomst zal voortaan
slechts een illusie zijn
tis gelogen
wil jouw woorden niet meer horen
want je had toen zelf gezworen
dat jouw liefde tot in eeuwigheid zou zijn
tis gelogen
mijn geluk lag in jouw handen
slechter kon ik niet belanden
alle liefde die je toonde
was zonneschijn
tis gelogen

jij bent niet degeen
op wie je graag wilt lijken
jij valt door de mand
dat laat je nu wel blijken
maar je brak mn hart
eens moet jij betalen
de prijs van al mn tranen
nu je mij veraadt

jij bent niet degeen
waar ik op kon bouwen
waarom blijf ik dan
toch nog van je houden
is het dan omdat
ik maar niet wil geloven
dat alles wat je zei
gewoon niet waar kon zijn
tis gelogen
wil jouw woorden niet meer horen
want je had toen zelf gezworen
dat jouw liefde tot in eeuwigheid zou zijn
tis gelogen
mijn geluk lag in jouw handen
slechter kon ik niet belanden
alle liefde die je toonde
was zonneschijn
tis gelogen

tis gelogen","jij bent niet degeen
waar ik in geloofde
want je gaf me niet
wat je me beloofde
heel je leven lang
zou je bij me blijven
maar dat bleek voor mij een
boze droom te zijn

jij bent niet degeen
die k zag in mn dromen
jij vertelde mij
jij zal nooit meer komen
je speelde een spel
maar wel met mijn leven
mijn toekomst zal voortaan
slechts een illusie zijn
tis gelogen
wil jouw woorden niet meer horen
want je had toen zelf gezworen
dat jouw liefde tot in eeuwigheid zou zijn
tis gelogen
mijn geluk lag in jouw handen
slechter kon ik niet belanden
alle liefde die je toonde
was zonneschijn
tis gelogen

jij bent niet degeen
op wie je graag wilt lijken
jij valt door de mand
dat laat je nu wel blijken
maar je brak mn hart
eens moet jij betalen
de prijs van al mn tranen
nu je mij veraadt

jij bent niet degeen
waar ik op kon bouwen
waarom blijf ik dan
toch nog van je houden
is het dan omdat
ik maar niet wil geloven
dat alles wat je zei
gewoon niet waar kon zijn
tis gelogen"
264,264,Drukwerk,Schijn ’n lichtje op mij,"you wake up in the mornin
je wordt wakker op een morgen
have you here work lame
en je heb al jarenlang geen werk meer
and your mother do the table
en je ouwe moeder dekt de tafel
you see the same old same
en je ziet al die ouwe dingen weer op tafel komme heinz corn flakes
lay your foot by the table
je legt allebei je voeten op de tafel
and you have awe a bit of pain
auw je verrekt je rug
have you ever seen a rainbow
heb je ooit een regenboog gezien
ja wat dit in de tekst thuisdoet weet ik niet ik heb m nie geschreven
you get in trouble with a man
en je krijgt me daar een ruzie met een man
van wie je denkt dat het je vader is
maar het blijkt de electrische melkboer van die ochtend te wezen
en wat zing je dan
let the midnight special shine a light on me
oh let the midnight special shine a light on me yeah yeah

oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij oh yeah
oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij

en ze rot je het huis uit
kijkt de wereld in het rond
het is in t begin van april
de bloempjes komme uit de grond
je hebt pijn in je schouwer
van t pakken bier dat je draagt
aan de hand heb je een meissie
dat cadeautjes aan je vraagt

oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij oh yeah
oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij

in de haven in de zon
denk je urenlang na
je droomt over een bankroof
en de politie komt je na
voor je cadeaus hebt kunnen kopen
vat hij je in je kraag
in de cel zit je te brommen
hij was te snel en ik te traag
oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij oh yeah
oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij

vannacht","you wake up in the mornin
je wordt wakker op een morgen
have you here work lame
en je heb al jarenlang geen werk meer
and your mother do the table
en je ouwe moeder dekt de tafel
you see the same old same
en je ziet al die ouwe dingen weer op tafel komme heinz corn flakes
lay your foot by the table
je legt allebei je voeten op de tafel
and you have awe a bit of pain
auw je verrekt je rug
have you ever seen a rainbow
heb je ooit een regenboog gezien
ja wat dit in de tekst thuisdoet weet ik niet ik heb m nie geschreven
you get in trouble with a man
en je krijgt me daar een ruzie met een man
van wie je denkt dat het je vader is
maar het blijkt de electrische melkboer van die ochtend te wezen
en wat zing je dan
let the midnight special shine a light on me
oh let the midnight special shine a light on me yeah yeah

oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij oh yeah
oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij

en ze rot je het huis uit
kijkt de wereld in het rond
het is in t begin van april
de bloempjes komme uit de grond
je hebt pijn in je schouwer
van t pakken bier dat je draagt
aan de hand heb je een meissie
dat cadeautjes aan je vraagt

oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij oh yeah
oh middernacht schijn n lichie op mij
oh middernacht schijn n lichie op mij

in de haven in de zon
denk je urenlang na
je droomt over een bankroof"
265,265,Drukwerk,Je loog tegen mij,"toen ik thuis kwam was jouw deur voor mij op slot
en je deed of je niets had gehoord
nu zeg je mn lief het slot was kapot
nu zeg je kom binnen loop door
maar ik ben nu bang dat ik stoor

je loog tegen mij alsof ik een kind was
geloof dat je dacht dat ik helemaal blind was
zeg schat denk je dat je me aan kan
zeg schat je bent heel wat van plan dan
toen ik thuis kwam was er geen brood meer in de kast
en je zei ik kan niets voor je doen
maar nu heb je dan zelfs al je ringen verpatst
en komt me vragen om poen
je bent zeker vergeten van toen

je loog tegen mij alsof ik een kind was
geloof dat je dacht dat ik helemaal blind was
zeg schat denk je dat je me aan kan
zeg schat je bent heel wat van plan dan

ooooh je bent nu jezelf niet
je hebt last van verdriet
en je zegt dat je toch van me houdt
je zegt je bent toch nog mn vrouw
maar je liet me mooi staan in de kou

toen ik thuis kwam was er geen plaats meer in je bed
en je zei ach slaap je op de bank
nu heb je je vriend uit je kamer gezet
en mix je mn lievelingsdrank
maar ik denk dat ik dit keer bedank
bekijk het maar

je loog tegen mij alsof ik een kind was
geloof dat je dacht dat ik helemaal blind was
zeg schat denk je dat je me aan kan
zeg schat je bent heel wat van plan dan
je loog tegen mij alsof ik een kind was
geloof dat je dacht dat ik helemaal blind was
zeg schat denk je dat je me aan kan
zeg schat je bent heel wat van plan dan
van plan dan van plan dan van plan dan
wat ben je nou van plan","toen ik thuis kwam was jouw deur voor mij op slot
en je deed of je niets had gehoord
nu zeg je mn lief het slot was kapot
nu zeg je kom binnen loop door
maar ik ben nu bang dat ik stoor

je loog tegen mij alsof ik een kind was
geloof dat je dacht dat ik helemaal blind was
zeg schat denk je dat je me aan kan
zeg schat je bent heel wat van plan dan
toen ik thuis kwam was er geen brood meer in de kast
en je zei ik kan niets voor je doen
maar nu heb je dan zelfs al je ringen verpatst
en komt me vragen om poen
je bent zeker vergeten van toen

je loog tegen mij alsof ik een kind was
geloof dat je dacht dat ik helemaal blind was
zeg schat denk je dat je me aan kan
zeg schat je bent heel wat van plan dan

ooooh je bent nu jezelf niet
je hebt last van verdriet
en je zegt dat je toch van me houdt
je zegt je bent toch nog mn vrouw
maar je liet me mooi staan in de kou

toen ik thuis kwam was er geen plaats meer in je bed
en je zei ach slaap je op de bank
nu heb je je vriend uit je kamer gezet
en mix je mn lievelingsdrank
maar ik denk dat ik dit keer bedank
bekijk het maar

je loog tegen mij alsof ik een kind was"
266,266,Drukwerk,Marianneke,"er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

marianneke is een lieve meid
maar koken kan ze niet
ze maakt voor mij radijsjes klaar
en noemt dat rooie biet
en s middags rukt de brandweer uit
rijdt gillend door de stad
het is een middelgrote brand
mn liefste bakt patat
want
er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

marianneke is een lieve meid
maar breien kan ze niet
mn sokken zijn zo ongelijk
je weet niet wat je ziet
een zakdoek met een gat erin
dat noemt ze snel een blouse
marianneke is een lieve meid
ze is gewoon een snoes
want

er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

maar soms is ze behoorlijk stom
gaat alles verkeerd
maar dat ik zo lekker vrijen kan
jawel dat heeft ze mij geleerd
want
er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

want er zijn jongens die doen het met tegenzin
er zijn jongens die vinden het fijn
maar willem doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

want er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn","er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

marianneke is een lieve meid
maar koken kan ze niet
ze maakt voor mij radijsjes klaar
en noemt dat rooie biet
en s middags rukt de brandweer uit
rijdt gillend door de stad
het is een middelgrote brand
mn liefste bakt patat
want
er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

marianneke is een lieve meid
maar breien kan ze niet
mn sokken zijn zo ongelijk
je weet niet wat je ziet
een zakdoek met een gat erin
dat noemt ze snel een blouse
marianneke is een lieve meid
ze is gewoon een snoes
want

er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn

maar soms is ze behoorlijk stom
gaat alles verkeerd
maar dat ik zo lekker vrijen kan
jawel dat heeft ze mij geleerd
want
er zijn meisjes die doen het met tegenzin
dr zijn meisjes die vinden het fijn
marianneke doet het met veel plezier oh
wat zal ik daar gelukkig mee zijn oh yeah
wat zal ik daar gelukkig mee zijn
"
267,267,Drukwerk,Lijn 10,"als je niet wachten kan duurt het lang
voordat je weet of ze komt of niet
en als ze komt en je niet huilen kan
weet je geen raad met je verdriet
want je weet al wat ze zeggen zal
dat zegt ze elke keer
ik ben te laat ik weet het schat
maar dit is echt de laatste keer

hoe lang is het nu al geleden
dat jij daar voor het eerst mee begon
k had er gelijk een eind aan moeten maken
maar daarvoor was zelfs ik te stom
nu zie ik hoe je kronkelt met woorden draait
want ik ben stil en dat maakt benauwd
ik hoor je verontschuldiging
en ik hoor hoeveel je van me houdt
over je schouders heen zie ik de zon verdwijnen
ik denk eraan dat ik nog niet gegeten heb
als ik wil kan ik lijn  nog halen maar ik wil niet
want ik heb je nog niet alles gezegd
over je schouders heen zie ik de zon verdwijnen
ik denk eraan dat ik nog niet gegeten heb
als ik wil kan ik lijn  nog halen maar ik wil niet

als ik niet wachten kan duurt het lang
voordat ik weet of je komt of niet
waarom je zo laat komt kan me niet schelen
de volgende keer ben ik er niet
want ik weet al wat je zeggen zal
dat zeg je elke keer
ik ben te laat ik weet het schat
maar dit is echt de laatste keer

over je schouders heen zie ik de zon verdwijnen
ik denk eraan dat ik nog niet gegeten heb
als ik wil kan ik lijn  nog halen maar ik wil niet
want ik heb je nog niet alles gezegd
over je schouders heen zie ik de zon verdwijnen
ik denk eraan dat ik nog niet gegeten heb
als ik wil kan ik lijn  nog halen maar ik wil niet","als je niet wachten kan duurt het lang
voordat je weet of ze komt of niet
en als ze komt en je niet huilen kan
weet je geen raad met je verdriet
want je weet al wat ze zeggen zal
dat zegt ze elke keer
ik ben te laat ik weet het schat
maar dit is echt de laatste keer

hoe lang is het nu al geleden
dat jij daar voor het eerst mee begon
k had er gelijk een eind aan moeten maken
maar daarvoor was zelfs ik te stom
nu zie ik hoe je kronkelt met woorden draait
want ik ben stil en dat maakt benauwd
ik hoor je verontschuldiging
en ik hoor hoeveel je van me houdt
over je schouders heen zie ik de zon verdwijnen
ik denk eraan dat ik nog niet gegeten heb
als ik wil kan ik lijn  nog halen maar ik wil niet
want ik heb je nog niet alles gezegd
over je schouders heen zie ik de zon verdwijnen
ik denk eraan dat ik nog niet gegeten heb
als ik wil kan ik lijn  nog halen maar ik wil niet

als ik niet wachten kan duurt het lang
voordat ik weet of je komt of niet
waarom je zo laat komt kan me niet schelen
de volgende keer ben ik er niet
want ik weet al wat je zeggen zal
dat zeg je elke keer
ik ben te laat ik weet het schat
maar dit is echt de laatste keer"
